cell,Donor,Region,MajorType
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-A20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-A7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-B19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-D19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-F19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-F20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-F8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-G19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-G7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-H8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-I20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-I8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-J19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-K20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-K8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-L19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-L7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-N19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-N20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-O7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-4-L19-P7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-A19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-A20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-B19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-B20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-B8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-C19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-C8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-D8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-E8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-F19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-G7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-H19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-K20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-K8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-N20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-N7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-O19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-O7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-O8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-4-H12-P7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-A15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-B3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-C4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-D15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-E3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-E4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-F16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-G15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-H15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-J16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-K4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-L15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-L16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-N15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-O15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-2-J13-P15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-A13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-B1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-C13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-D2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-E13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-H1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-H14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-I2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-J13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-J2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-L13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-L2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-M14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-N13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-O1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-O13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-O14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-O2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-P1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-1-N6-P14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-B19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-C19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-D19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-D20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-D7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-E19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-E7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-E8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-F20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-H8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-I19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-J19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-L19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-L20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-M19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-O20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-P20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-4-B7-P7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-A15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-A16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-B16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-B4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-C3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-G4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-H4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-I15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-I3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-J15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-K15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-K3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-K4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-L15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-L16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-O15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-O4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-2-F9-P16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-A17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-B17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-C17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-E17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-G5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-G6,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-I18,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-J5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-K5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-K6,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-M18,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-3-B1-P18,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-B2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-C2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-D13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-E2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-F1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-F14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-G13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-G14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-G2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-H14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-I1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-I2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-J1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-K2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-L1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-M14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-M2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-N14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-O1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-1-E14-P1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-B23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-C11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-C12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-C24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-D24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-F11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-F12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-G12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-H12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-H24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-I12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-J11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-K23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-L12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-L24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-M24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-O11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-O24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P1-6-I13-P23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-A1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-A2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-B1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-C1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-C14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-D1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-D14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-D2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-E1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-E13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-E14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-F13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-F14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-F2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-H13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-H2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-I13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-I2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-J13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-J14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-J2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-K13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-K14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-L13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-M2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-N14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-O14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-P13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-1-N10-P14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-A11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-B24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-D23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-E23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-F12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-G11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-G24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-H11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-H24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-I11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-J11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-K23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-K24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-L12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-L23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-M12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-M23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-N11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-N24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-6-I17-O12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-B12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-C24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-D11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-D12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-D23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-F11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-F12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-G11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-H23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-I23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-L23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-L24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-M12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-N12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-O24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-P11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-6-J4-P24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-A15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-B15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-B16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-C16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-E16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-E3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-G4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-H15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-H16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-H4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-I16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-L4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-M3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-N16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-N3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-N4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-P16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-2-J17-P4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-A11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-C12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-D11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-D24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-E23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-F11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-G12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-G23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-H23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-H24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-I11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-I23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-J11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-N23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-O12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-O23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P3-6-O20-P23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-A1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-A14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-B2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-C1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-E1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-F1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-F14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-F2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-I1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-I13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-J1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-K13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-L1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-L14,h1930002,S1C,L2/3 IT
