cell,Donor,Region,MajorType
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-N14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-O14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-P1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-1-P8-P2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-A12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-B12,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-C11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-D24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-F11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-F24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-G11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-G23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-G24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-H11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-H23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-I11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-I23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-J23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-J24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-K23,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-M11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-N11,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-N24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-6-I4-O24,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-A10,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-A22,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-B9,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-C9,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-D10,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-D21,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-D9,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-E21,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-F10,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-F22,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-F9,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-G9,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-H10,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-H21,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-H9,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-J10,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-K10,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-K22,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-L21,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-L22,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-M22,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-N22,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-O10,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-O21,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P8-5-D7-O22,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-B18,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-C17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-E17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-E6,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-F5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-F6,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-H17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-H18,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-H5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-I17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-I18,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-J5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-J6,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-K17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-L18,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-L5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-M17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-M5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-N17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-O17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-3-I21-P5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-B4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-D3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-E4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-F16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-F3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-G15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-G4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-H16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-I3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-J15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-J16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-K4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-L15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-L3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-M4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-N16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-N3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-N4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-O4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-P15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P2-2-C3-P16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-A2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-B13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-C1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-E14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-E2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-F2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-G1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-G13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-I14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-I2,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-J13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-K13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-K14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-L1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-L13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-M13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-N1,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-O14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-P13,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-1-K22-P14,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-A17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-A5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-C6,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-D17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-E18,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-F5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-H5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-I5,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-J18,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-L17,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-N6,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-O18,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-P18,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P5-3-E10-P6,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-A16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-A4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-B15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-B16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-C4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-D4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-E16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-F3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-G16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-G4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-H16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-H4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-I16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-I3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-J15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-J4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-K15,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-K16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-K3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-L3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-M3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-N16,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-O3,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P6-2-J19-O4,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-B7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-C19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-C20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-C8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-D19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-E19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-E7,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-F19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-G8,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-H19,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-J20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-L20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-M20,h1930002,S1C,L2/3 IT
HBA_200708_H1930002_CX51_S1C_1_P7-4-C16-N8,h1930002,S1C,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-A6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-B6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-C18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-D5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-F5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-F6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-G18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-H6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-I17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-I18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-J17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-J18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-L17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-M17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-N18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-N6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-O17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-O18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-O5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-O6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P6-3-G18-P6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-B19,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-B20,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-D7,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-E19,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-E20,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-E7,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-F20,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-G8,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-H19,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-I19,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-I20,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-K20,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-L8,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-M7,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-O8,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-P20,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P7-4-L15-P8,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-A17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-A18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-A6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-B17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-B6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-C5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-C6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-D17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-D18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-E18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-E5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-E6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-F5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-H18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-I18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-I6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-J6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-K5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-K6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-L5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-L6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-M18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-M5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-3-J16-N17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-A1,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-C14,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-D1,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-D13,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-D2,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-E14,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-F1,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-F13,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-G1,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-G14,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-G2,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-H1,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-H13,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-H14,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-I14,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-J1,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-J13,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-J2,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-K2,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-M13,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-M14,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-O1,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-O13,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P1-1-F3-O14,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-A3,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-B15,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-C15,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-E16,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-E3,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-F3,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-G16,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-G3,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-G4,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-H3,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-I3,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-J3,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-J4,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-K16,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-L3,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-M15,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-M3,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P4-2-P5-P4,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-A6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-B5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-C17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-C6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-D18,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-E5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-F17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-F5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-I17,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-I5,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-J6,h1930001,Ig,L2/3 IT
HBA_200820_H1930001_CX49_Ig_1_P2-3-D19-K18,h1930001,Ig,L2/3 IT
